time;isin;high;low;last;vol#
200601300900;OMX;959.35;959.35;959.35;575.4253
200601300930;OMX;960.09;956.73;958.31;1252.7469
200601301000;OMX;961.27;958.63;961.27;2452.8809
200601301030;OMX;962.36;960.87;962.04;3310.4724
200601301100;OMX;962.17;959.7;960.28;3728.991
200601301130;OMX;960.83;958.99;959.3;4436.6016
200601301200;OMX;959.16;957.51;958.26;4811.8452
200601301230;OMX;958.96;956.4;957.48;5302.8657
200601301300;OMX;957.77;956.61;957.35;5581.8804
200601301330;OMX;957.9;957.07;957.77;5922.4937
200601301400;OMX;959.03;956.82;958.87;6368.042
200601301430;OMX;959.53;958.04;959.06;6881.6587
200601301500;OMX;960.93;958.77;960.93;8400.0596
200601301530;OMX;961.34;959.92;960.29;9404.8682
200601301600;OMX;961.07;959.72;959.82;10663.7002
200601301630;OMX;961.03;959.63;960.03;11503.5137
200601301700;OMX;962.21;959.91;962.21;12529.1055
200601301730;OMX;961.59;958.77;958.99;14187.6953
200601310900;OMX;958.99;958.99;958.99;582.816
200601310930;OMX;965.57;959.02;965.57;4450.7056
200601311000;OMX;966.8;964.3;965.06;7235.7251
200601311030;OMX;965.73;963.06;964.05;8407.8711
200601311100;OMX;963.84;960.52;961.17;9878.085
200601311130;OMX;962.29;959.92;960.9;10884.0527
200601311200;OMX;961.28;959.68;959.68;12293.6729
200601311230;OMX;960.77;958.61;959.15;13027.6396
200601311300;OMX;959.66;956.8;957.66;13808.1348
200601311330;OMX;959.04;957.36;958.19;14809.1094
200601311400;OMX;959.17;957.83;958.84;15856.0596
200601311430;OMX;959.45;957.85;958.72;16750.5645
200601311500;OMX;958.87;956.54;957.88;18388.334
200601311530;OMX;958.43;957.14;957.48;19982.9297
200601311600;OMX;957.83;955.53;955.78;21530.252
200601311630;OMX;958.34;955.45;957.58;23326.9316
200601311700;OMX;962.79;957.59;962.79;26613.2852
200601311730;OMX;964.26;961.98;961.98;28927.9277
200602010900;OMX;961.98;961.98;961.98;182.8109
200602010930;OMX;965.27;962.52;963.63;2333.9836
200602011000;OMX;965.29;962.91;965.29;3326.8757
200602011030;OMX;967.6;965.46;966.58;4975.9551
200602011100;OMX;967.48;965.63;966.74;5865.4629
200602011130;OMX;967.34;966.04;966.54;6870.9878
200602011200;OMX;967.31;965.91;966.51;7463.6792
200602011230;OMX;968.01;966.58;967.09;8578.2217
200602011300;OMX;968.73;967;968.73;9300.333
200602011330;OMX;969.21;967.52;968.11;9822.1338
200602011400;OMX;968.31;967.05;967.92;10528.0869
200602011430;OMX;968.43;965.56;965.87;11225.7002
200602011500;OMX;967.38;965.38;967.09;12195.918
200602011530;OMX;967.71;965.39;967.11;13119.6123
200602011600;OMX;968.19;966.49;966.97;14188.4463
200602011630;OMX;970.23;967.04;969.9;15945.6563
200602011700;OMX;970.71;968.54;969.3;17144.2461
200602011730;OMX;970.42;968.74;968.9;18792.5195
200602020900;OMX;968.9;968.9;968.9;808.4131
200602020930;OMX;975.62;970.12;973.23;1976.1222
200602021000;OMX;973.6;970.82;971.25;2956.4182
200602021030;OMX;971.57;969.86;970.61;3823.4973
200602021100;OMX;972.38;970.11;971;4674.2119
200602021130;OMX;971.9;969.72;970.49;5669.2163
200602021200;OMX;972.38;970.33;972.22;6499.5005
200602021230;OMX;971.96;970.35;970.89;8044.4819
200602021300;OMX;971.35;969.48;970.79;8918.7207
200602021330;OMX;975.11;970.03;972.43;11548.125
200602021400;OMX;972.9;970.98;971.86;13326.1855
200602021430;OMX;973.68;971.81;972.96;15436.3506
200602021500;OMX;973.43;972.27;972.73;16268.335
200602021530;OMX;973.91;972.46;972.83;17135.9941
200602021600;OMX;973.52;970.98;973.15;18672.1582
200602021630;OMX;974.48;972.02;973.6;20380.1191
200602021700;OMX;973.42;970.66;971.33;22220.8066
200602021730;OMX;971.91;968.82;969.68;24295.0313
200602030900;OMX;969.68;969.68;969.68;1306.3785
200602030930;OMX;970.55;965.58;967.17;4891.9326
200602031000;OMX;969.04;966.85;967.9;6584.5752
200602031030;OMX;968.64;965.49;966.04;8314.1182
200602031100;OMX;967.29;965.94;966.87;9401.6348
200602031130;OMX;967.77;966.31;967.59;10028.4424
200602031200;OMX;967.92;966.49;967.55;10826.5557
200602031230;OMX;968.23;966.69;967.41;11381.6055
200602031300;OMX;968.74;967.22;968.34;11787.6357
200602031330;OMX;968.63;966.5;966.5;12494.8574
200602031400;OMX;968.18;966.16;968.18;12983.0195
200602031430;OMX;968.42;966.9;968.41;13816.624
200602031500;OMX;968.41;965.43;965.86;15084.0127
200602031530;OMX;965.43;962.87;964.15;16571.0762
200602031600;OMX;964.2;962.35;962.35;17751.7539
200602031630;OMX;964.01;962.36;963.49;18728.9121
200602031700;OMX;964.24;962;963.72;20097.0879
200602031730;OMX;964.9;962.72;963.14;21579.625
200602060900;OMX;963.14;963.14;963.14;966.3837
200602060930;OMX;965.5;963.21;965.5;1485.9066
200602061000;OMX;966.42;964.87;965.86;1968.5544
200602061030;OMX;967.15;965.61;966.7;2578.4851
200602061100;OMX;968.1;966.8;968.1;3507.9097
200602061130;OMX;968.37;966.96;968.18;3864.3381
200602061200;OMX;968.34;966.8;967.19;4234.3096
200602061230;OMX;968.37;967.12;967.33;4526.9478
200602061300;OMX;967.88;966.81;967.82;4899.4053
200602061330;OMX;967.8;966.3;966.56;5177.4722
200602061400;OMX;967.63;966.07;967.17;5638.3477
200602061430;OMX;968.73;966.5;968.73;6166.5083
200602061500;OMX;968.95;967.27;968.92;6658.915
200602061530;OMX;968.9;967.01;967.62;7272.1201
200602061600;OMX;969.2;967.13;968.68;8265.0186
200602061630;OMX;968.75;966.71;966.71;9125.335
200602061700;OMX;968.64;966.52;967.6;10017.3613
200602061730;OMX;969.04;967.91;968.45;11022.4111
200602070900;OMX;968.45;968.45;968.45;252.5226
200602070930;OMX;971.29;968.68;971.28;1012.6566
200602071000;OMX;972.12;970.11;970.4;1618.6841
200602071030;OMX;971.31;968.3;968.3;2382.7764
200602071100;OMX;969.08;966.32;967.07;3283.6577
200602071130;OMX;967.22;965.21;965.66;3945.9685
200602071200;OMX;965.92;964.7;965.35;4658.7925
200602071230;OMX;965.98;964.4;965.62;5076.8306
200602071300;OMX;966.03;964.26;965.86;5736.2178
200602071330;OMX;965.85;964.69;965.12;6012.5713
200602071400;OMX;965.12;962.27;962.27;6905.1025
200602071430;OMX;963.4;962.25;963.4;7614.0288
200602071500;OMX;963.88;962.69;962.93;8260.2666
200602071530;OMX;963.81;962.06;963.08;9071.1982
200602071600;OMX;965.57;961.94;964.51;10701.4834
200602071630;OMX;965.31;961.44;962.8;11915.0791
200602071700;OMX;963.39;961.22;962.57;13173.7803
200602071730;OMX;962.89;961.02;961.71;14868.4609
200602080900;OMX;961.71;961.71;961.71;713.0902
200602080930;OMX;960.54;953.21;953.21;2756.7671
200602081000;OMX;955.29;953.21;954.3;3916.6079
200602081030;OMX;956.99;954.13;956.18;5330.5918
200602081100;OMX;961.24;956.18;961.24;7173.0942
200602081130;OMX;962.19;960.17;962.04;8568.6025
200602081200;OMX;964.71;962.13;964.12;9758.8975
200602081230;OMX;964.66;962.6;964.09;10559.2012
200602081300;OMX;965.47;963.61;964.31;11132.7207
200602081330;OMX;965.41;964.16;965.05;12088.1221
200602081400;OMX;966.26;963.86;965.31;13256.5381
200602081430;OMX;965.92;964.66;964.66;14417.1455
200602081500;OMX;965.8;963.39;964.21;16164.2461
200602081530;OMX;965.58;964.03;964.85;17787.4727
200602081600;OMX;966.43;964;965.23;20091.6426
200602081630;OMX;966.14;964.17;965.98;21662.0996
200602081700;OMX;966.99;965.58;965.93;23121.0488
200602081730;OMX;966.94;965.36;965.81;25232.3047
200602090900;OMX;965.81;965.81;965.81;689.9368
200602090930;OMX;972.7;966.45;972.7;1388.3135
200602091000;OMX;974.2;974.2;974.2;1388.3135
200602091030;OMX;976.15;974.77;976.15;2472.2917
200602091100;OMX;978.03;975.31;977.48;4772.4487
200602091130;OMX;978.8;976.6;976.63;6156.2627
200602091200;OMX;978.21;976.48;977.46;7465.7773
200602091230;OMX;978.24;976.7;978.23;8446.1973
200602091300;OMX;978.4;976.79;977.1;9344.3086
200602091330;OMX;977.21;975.44;975.62;10426.6055
200602091400;OMX;976.7;974.96;975.86;11417.5752
200602091430;OMX;976.48;974.74;975.75;12154.7275
200602091500;OMX;977.22;975.15;975.69;13382.8379
200602091530;OMX;976.28;972.68;973.98;15007.7236
200602091600;OMX;974.83;973.2;974.01;16440.4316
200602091630;OMX;975.59;974.08;975.01;17854.4492
200602091700;OMX;976.68;974.89;975.97;19222.0605
200602091730;OMX;977.4;975.43;977.4;22382.791
200602100900;OMX;977.4;977.4;977.4;977.1633
200602100930;OMX;975.65;970.04;971.07;3577.0049
200602101000;OMX;973;970.2;971.4;4899.8774
200602101030;OMX;972.92;971.15;971.15;5991.6855
200602101100;OMX;973.8;971.26;973.29;7647.3716
200602101130;OMX;975.4;973.19;974.38;8371.4189
200602101200;OMX;976.28;974.06;975.84;9491.2402
200602101230;OMX;976.22;973.59;973.59;10459.3125
200602101300;OMX;973.3;972.19;972.82;11190.3623
200602101330;OMX;973.46;971.99;973.38;11897.2354
200602101400;OMX;973.25;972.03;972.56;12449.7637
200602101430;OMX;973.42;972.13;972.47;13005.6016
200602101500;OMX;972.94;970.72;970.87;14154.7666
200602101530;OMX;972.13;969.96;972.13;14986.0898
200602101600;OMX;972.21;970.59;971.26;16006.8965
200602101630;OMX;971.93;969.21;969.39;17452.7188
200602101700;OMX;969.9;967.56;968.79;18630.7598
200602101730;OMX;968.77;967.61;968.57;20135.084
200602130900;OMX;968.57;968.57;968.57;2468.5068
200602130930;OMX;971.8;969.15;970.98;3204.5913
200602131000;OMX;972.71;970.3;971.12;3883.0889
200602131030;OMX;971.64;969.9;970.58;4312.9038
200602131100;OMX;971.4;970;970.48;4787.1382
200602131130;OMX;971.49;970.36;970.75;5294.8613
200602131200;OMX;972.1;970.44;970.53;5824.3623
200602131230;OMX;972.17;970.3;972.17;6242.7554
200602131300;OMX;972.02;971.19;971.51;6664.9351
200602131330;OMX;972.73;971.23;972.21;6990.6494
200602131400;OMX;972.96;971.7;972.53;7621.3452
200602131430;OMX;973.38;971.54;971.76;8602.4541
200602131500;OMX;973.08;971.5;972.58;9385.9121
200602131530;OMX;973.74;972.11;973.24;9797.5654
200602131600;OMX;973.64;971.4;972.53;11365.2539
200602131630;OMX;973.5;972.58;972.84;12218.4219
200602131700;OMX;973.55;972.04;973.19;13499.5146
200602131730;OMX;974.05;972.44;973.37;15107.2549
200602140900;OMX;973.37;973.37;973.37;376.9592
200602140930;OMX;979.76;974.62;978.9;1814.0428
200602141000;OMX;980.37;978.31;979.25;3290.6484
200602141030;OMX;979.41;978.1;978.5;4440.2002
200602141100;OMX;978.85;976.71;977.42;5199.2944
200602141130;OMX;977.7;976.44;976.67;6162.0537
200602141200;OMX;977.93;976.25;976.88;6725.4512
200602141230;OMX;977.9;976.29;976.81;7299.9854
200602141300;OMX;978.34;976.85;977.27;7805.6162
200602141330;OMX;978.88;977.5;977.62;8742.9375
200602141400;OMX;978.94;977.48;978.5;9364.5469
200602141430;OMX;978.97;977.11;977.8;10663.9453
200602141500;OMX;978.55;976.48;976.51;11758.9688
200602141530;OMX;976.96;974.33;974.77;13585.4248
200602141600;OMX;975.92;973.68;975.74;14756.1836
200602141630;OMX;977.03;975.15;975.66;15872.4385
200602141700;OMX;976.8;974.56;976.8;16908.8301
200602141730;OMX;977.83;975.81;977.83;18796.1777
200602150900;OMX;977.83;977.83;977.83;421.5544
200602150930;OMX;979.05;975.8;975.8;2436.5386
200602151000;OMX;976.59;975.14;976.59;3953.4268
200602151030;OMX;977.2;974.48;974.78;5096.0542
200602151100;OMX;976.71;974.42;976.29;6565.8896
200602151130;OMX;977.54;976.24;976.51;7590.1016
200602151200;OMX;977.45;975.55;975.9;8799.791
200602151230;OMX;976.66;974.92;976.66;9832.0537
200602151300;OMX;976.92;975.56;976.92;10705.3643
200602151330;OMX;977.08;976.3;976.78;11223.7246
200602151400;OMX;978.02;976.27;977.24;11896.8945
200602151430;OMX;977.89;976.53;976.69;12706.6807
200602151500;OMX;978.29;976.6;977.21;13581.1631
200602151530;OMX;977.41;976.36;976.84;14319.626
200602151600;OMX;976.93;975.65;976.41;15682.9971
200602151630;OMX;978.33;974.29;977;17339.25
200602151700;OMX;978.06;976.34;977.53;19535.9902
200602151730;OMX;977.95;975.89;976.12;21291.7559
200602160900;OMX;976.12;976.12;976.12;673.7122
200602160930;OMX;983.02;978.56;982.32;2283.6821
200602161000;OMX;983.02;980.96;981.53;3839.1836
200602161030;OMX;983.45;980.66;983.45;5234.71
200602161100;OMX;983.66;982.69;983.6;6181.1621
200602161130;OMX;984.3;982.75;983.27;6968.7881
200602161200;OMX;983.71;982.42;983.64;7578.7891
200602161230;OMX;983.58;982.14;982.32;8332.2012
200602161300;OMX;983.34;981.21;981.21;8947.5303
200602161330;OMX;983.21;981.32;982.43;9588.5781
200602161400;OMX;983.44;982.09;982.39;10131.7402
200602161430;OMX;982.95;981.72;982.51;10835.6816
200602161500;OMX;983.1;981.97;982;12008.208
200602161530;OMX;982.63;980.83;981.9;12767.291
200602161600;OMX;982.21;980.92;981.35;13773.4326
200602161630;OMX;981.63;980.09;980.55;14945.3506
200602161700;OMX;981.36;978.96;981.36;16207.9414
200602161730;OMX;983.66;980.56;983.58;18083.6953
200602170900;OMX;983.58;983.58;983.58;404.9175
200602170930;OMX;988.29;984.19;986.39;2054.8354
200602171000;OMX;986.99;985.97;986.36;3196.6326
200602171030;OMX;986.16;985.09;986.04;3720.4614
200602171100;OMX;987.66;985.45;987.66;4241.4854
200602171130;OMX;987.67;986.33;987.27;4885.9189
200602171200;OMX;989.27;986.7;988.49;5839.6929
200602171230;OMX;989.66;987.99;988.74;6318.3042
200602171300;OMX;989;987.91;988.44;6699.5078
200602171330;OMX;989.69;988.27;988.73;7005.04
200602171400;OMX;989.46;988.4;988.83;7286.5063
200602171430;OMX;989.85;988.36;988.36;7749.2617
200602171500;OMX;989.34;987.26;987.79;8285.1113
200602171530;OMX;988.51;987.43;987.96;9052.9678
200602171600;OMX;988.14;984.84;984.84;10694.9121
200602171630;OMX;985.3;983.07;983.07;12301.9365
200602171700;OMX;985.01;983.21;984.31;13121.8369
200602171730;OMX;985.03;982.89;982.89;14879.1143
200602200900;OMX;982.89;982.89;982.89;2399.4221
200602200930;OMX;982.84;980.86;981.14;2926.2373
200602201000;OMX;982.34;980.68;981.79;3211.8831
200602201030;OMX;983.74;982.25;983.03;3598.1641
200602201100;OMX;984.38;982.29;983.35;4075.175
200602201130;OMX;984.89;983.12;983.98;4489.6157
200602201200;OMX;985.86;984.03;985;4966.356
200602201230;OMX;986.18;984.95;986.13;5225.8198
200602201300;OMX;986.36;985.32;985.98;5487.2715
200602201330;OMX;986.36;985;985.18;5740.2363
200602201400;OMX;985.99;984.74;985.36;6027.6992
200602201430;OMX;985.65;984.27;984.68;6502.4248
200602201500;OMX;985.35;984.6;984.99;6862.8125
200602201530;OMX;986.02;984.59;986.02;7234.5635
200602201600;OMX;985.93;984.61;985.68;7940.814
200602201630;OMX;986.32;984.93;985.35;8570.4883
200602201700;OMX;985.98;984.34;985.6;9309.1201
200602201730;OMX;985.77;984.6;985.77;10703.1338
200602210900;OMX;985.77;985.77;985.77;5099.8267
200602210930;OMX;991.21;986.38;990.68;6061.6025
200602211000;OMX;991.49;989.93;990.24;7033.0137
200602211030;OMX;991.96;989.65;991.96;7735.5127
200602211100;OMX;992.96;991.27;992.45;8551.8398
200602211130;OMX;993.91;992.2;993.37;9534.0684
200602211200;OMX;997.09;992.59;995.24;11138.7461
200602211230;OMX;996.18;994.43;995.96;12136.7256
200602211300;OMX;997.57;995.96;996.27;13139.2539
200602211330;OMX;997.08;995.83;996.04;13645.1787
200602211400;OMX;996.75;995.28;995.63;14379.3008
200602211430;OMX;997.25;995.95;996.25;15000.4023
200602211500;OMX;997.18;994.78;995.08;15928.7393
200602211530;OMX;995.62;993.94;994.87;16804.6621
200602211600;OMX;995.42;992.72;993.63;18012.1797
200602211630;OMX;993.97;990.24;990.34;19466.2422
200602211700;OMX;994.02;990.37;993.16;20877.0176
200602211730;OMX;995.95;992.62;993.51;22662.1543
200602220900;OMX;993.51;993.51;993.51;912.2012
200602220930;OMX;993.81;991.82;993.4;1796.4283
200602221000;OMX;994.12;992.66;993.63;2528.7166
200602221030;OMX;996.7;992.66;996.43;4229.0176
200602221100;OMX;996.74;995;995.44;5583.7529
200602221130;OMX;996.05;994.29;995.06;6173.6836
200602221200;OMX;995.55;992.18;992.33;7109.772
200602221230;OMX;993.19;991.46;993.16;8014.207
200602221300;OMX;993.35;992.11;992.83;8512.2227
200602221330;OMX;993.59;992.48;993.46;9433.1943
200602221400;OMX;994.51;993.08;993.96;9997.7461
200602221430;OMX;995.52;994.26;994.65;10511.9971
200602221500;OMX;996.99;994.82;996.46;11411.0029
200602221530;OMX;997.27;995.95;996.33;11907.9824
200602221600;OMX;998.96;996.56;998.24;13417.5117
200602221630;OMX;1002.11;998.22;1001.91;15473.1504
200602221700;OMX;1001.51;999.54;1001.21;16672.6504
200602221730;OMX;1001.46;1000.29;1001.06;18297.6836
200602230900;OMX;1001.06;1001.06;1001.06;979.8971
200602230930;OMX;1007.3;1002.84;1006.6;2207.1089
200602231000;OMX;1007.72;1006.25;1007.24;3333.2563
200602231030;OMX;1007.75;1006.5;1007.01;3915.0884
200602231100;OMX;1007.45;1005.89;1006.39;4678.7354
200602231130;OMX;1006.87;1005.17;1005.87;5362.4526
200602231200;OMX;1005.08;1003.83;1004.06;5919.0415
200602231230;OMX;1005.17;1003.69;1003.82;6446.9858
200602231300;OMX;1004.66;1003.67;1004.44;6921.0703
200602231330;OMX;1004.78;1003.65;1003.99;7219.7456
200602231400;OMX;1005.49;1003.92;1003.92;7542.1021
200602231430;OMX;1004.9;1003.61;1004.09;7903.1865
200602231500;OMX;1004.57;1002.65;1002.93;8721.6699
200602231530;OMX;1003.79;1002.24;1003.18;9613.1172
200602231600;OMX;1004.06;1000.83;1001.76;10605.2588
200602231630;OMX;1001.91;1000.58;1001.48;11483.0264
200602231700;OMX;1003.67;1001;1003.13;12996.8496
200602231730;OMX;1003.18;1001.44;1001.66;14503.7314
200602240900;OMX;1001.66;1001.66;1001.66;533.4191
200602240930;OMX;1004.6;1002.22;1003.71;1240.2524
200602241000;OMX;1004.06;1002.25;1002.64;1753.4781
200602241030;OMX;1005.24;1002.76;1005.09;2576.1423
200602241100;OMX;1006;1003.68;1003.68;3080.1748
200602241130;OMX;1005.04;1003.43;1004.45;3527.2131
200602241200;OMX;1006.73;1003.49;1006.23;4110.105
200602241230;OMX;1006.92;1005.79;1006.46;4700.8481
200602241300;OMX;1007.55;1006.27;1006.4;4980.4063
200602241330;OMX;1007.11;1005.37;1005.64;5357.6597
200602241400;OMX;1006.45;1004.97;1005.89;5842.2183
200602241430;OMX;1006.58;1004.27;1004.45;6787.4292
200602241500;OMX;1005.9;1004.24;1005.77;7350.2207
200602241530;OMX;1005.88;1004.26;1005.41;7718.6182
200602241600;OMX;1006.59;1004.16;1006.31;8507.9912
200602241630;OMX;1008;1006.19;1007.17;9923.2939
200602241700;OMX;1008.38;1006.85;1008.29;10766.4795
200602241730;OMX;1010.74;1008;1010.74;12500.9746
200602270900;OMX;1010.74;1010.74;1010.74;2970.3286
200602270930;OMX;1013.83;1010.8;1012.52;3398.2058
200602271000;OMX;1013.15;1011.58;1012.72;3858.3203
200602271030;OMX;1013.55;1011.69;1012.13;4693.8916
200602271100;OMX;1013.58;1011.99;1012.65;5044.3052
200602271130;OMX;1012.67;1011.14;1011.99;5348.541
200602271200;OMX;1011.97;1010.42;1011.47;5772.2007
200602271230;OMX;1011.33;1009.98;1010.55;6122.4937
200602271300;OMX;1011.24;1009.74;1010.66;6442.103
200602271330;OMX;1010.51;1009.19;1009.59;6591.1353
200602271400;OMX;1011.5;1010.05;1011.14;6788.5547
200602271430;OMX;1012.6;1010.6;1012.18;7127.4858
200602271500;OMX;1012.44;1011.53;1011.96;7501.7915
200602271530;OMX;1012.99;1011.27;1012.99;8064.4307
200602271600;OMX;1014.47;1012.77;1013.93;8670.5107
200602271630;OMX;1013.85;1012.37;1013.46;9141.5918
200602271700;OMX;1013.63;1011.76;1012.7;9778.1016
200602271730;OMX;1015.81;1012.31;1015.71;10827.9131
200602280900;OMX;1015.71;1015.71;1015.71;80.1893
200602280930;OMX;1016.55;1014.78;1015.76;682.5957
200602281000;OMX;1015.6;1015.12;1015.12;684.4454
200602281030;OMX;1012.89;1010.06;1010.29;2129.8152
200602281100;OMX;1010.54;1008.36;1009.37;2784.6223
200602281130;OMX;1010.22;1008.64;1009.4;3348.1353
200602281200;OMX;1009.16;1007.76;1007.83;3976.4514
200602281230;OMX;1008.78;1007.17;1007.68;4266.5947
200602281300;OMX;1009.14;1007.63;1008.9;4597.6523
200602281330;OMX;1008.89;1007.67;1008.47;5037.6626
200602281400;OMX;1009.45;1007.77;1008.45;5428.8462
200602281430;OMX;1009.11;1007.15;1007.41;5906.7993
200602281500;OMX;1007.59;1004.84;1006.07;6748.2632
200602281530;OMX;1005.39;1003.06;1003.06;7562.5239
200602281600;OMX;1004.39;1002.6;1003.55;8265.3701
200602281630;OMX;1002.65;999.92;1001.43;9335.9053
200602281700;OMX;999.98;994.92;994.96;11443.8916
200602281730;OMX;995.14;993.49;995.01;14381.6816
200603010900;OMX;995.01;995.01;995.01;563.9539
200603010930;OMX;998.93;994.69;997.03;1469.0023
200603011000;OMX;997.25;995.39;996.97;2088.9966
200603011030;OMX;998.31;996.56;998.31;2436.2881
200603011100;OMX;1000.72;997.9;1000.72;3415.8887
200603011130;OMX;1001.5;1000.45;1000.8;3988.7866
200603011200;OMX;1001.05;998.68;999.38;4369.0098
200603011230;OMX;1000;998.74;999.24;4703.688
200603011300;OMX;999.43;998.09;999.23;5065.4878
200603011330;OMX;1000.58;998.52;999.28;5401.4541
200603011400;OMX;1000.4;998.81;1000.08;5754.5659
200603011430;OMX;1001.21;999.52;1001.06;6365.7681
200603011500;OMX;1001.44;1000.24;1000.54;6736.1753
200603011530;OMX;1000.55;997.91;998.98;7261.5117
200603011600;OMX;1000.17;998.02;999.61;7792.8862
200603011630;OMX;1001.36;999.04;1001.36;8578.3115
200603011700;OMX;1003.71;1000.47;1003.6;9953.1816
200603011730;OMX;1006;1003.65;1006;11259.793
200603020900;OMX;1006;1006;1006;260.5366
200603020930;OMX;1012.18;1007.24;1009.9;1468.2555
200603021000;OMX;1009.94;1007.96;1008.04;2201.1211
200603021030;OMX;1008.9;1007.78;1007.96;2811.4685
200603021100;OMX;1010.29;1007.86;1009.23;3864.8447
200603021130;OMX;1009.61;1008.04;1009.17;4592.8613
200603021200;OMX;1009.6;1008.62;1009.54;5312.3735
200603021230;OMX;1010.2;1008.82;1009.56;5914.3896
200603021300;OMX;1010.69;1008.61;1009.81;6311.9028
200603021330;OMX;1010.47;1008.96;1009.55;6634.7886
200603021400;OMX;1010.25;1008.9;1009.76;7191.9175
200603021430;OMX;1011.48;1009.87;1010.44;8233.3994
200603021500;OMX;1010.58;1007.86;1008.6;9169.5
200603021530;OMX;1008.43;1005.38;1005.38;10297.6914
200603021600;OMX;1006.19;1003.78;1003.78;11671.6191
200603021630;OMX;1005.13;1001.74;1002.31;13308.6543
200603021700;OMX;1005.69;1002.31;1004.73;14664.7412
200603021730;OMX;1008.97;1005.82;1005.82;16244.1543
200603030900;OMX;1005.82;1005.82;1005.82;150.5786
200603030930;OMX;1010.61;1005.98;1010.61;797.8474
200603031000;OMX;1010.75;1008.2;1008.97;1403.3921
200603031030;OMX;1009.31;1007.37;1007.63;2100.854
200603031100;OMX;1010.33;1007.68;1009.12;2655.4402
200603031130;OMX;1010.67;1009.17;1010.36;3302.1304
200603031200;OMX;1011.3;1009.65;1010.08;3718.9827
200603031230;OMX;1011.42;1010.19;1010.92;4074.1414
200603031300;OMX;1011.45;1009.94;1009.94;4429.2656
200603031330;OMX;1011.35;1009.94;1010.11;4774.5664
200603031400;OMX;1011.69;1009.72;1009.72;5217.6099
200603031430;OMX;1011.23;1009.67;1010.59;5919.2715
200603031500;OMX;1010.59;1007.26;1007.29;6907.0371
200603031530;OMX;1007.07;1004.18;1005.72;8782.6992
200603031600;OMX;1008.73;1005.68;1008.6;9424.457
200603031630;OMX;1010.48;1007.24;1009.91;10499.166
200603031700;OMX;1010.92;1009.08;1009.65;11149.1035
200603031730;OMX;1010.58;1008.83;1010.05;12269.6533
200603060900;OMX;1010.05;1010.05;1010.05;361.6869
200603060930;OMX;1014.86;1011;1014.22;1207.489
200603061000;OMX;1015.68;1013.95;1014.55;1829.6184
200603061030;OMX;1015.79;1014.53;1014.72;2363.5459
200603061100;OMX;1016.37;1014.67;1015.57;2834.3157
200603061130;OMX;1017.44;1015.42;1017.01;3683.4551
200603061200;OMX;1017.93;1015.98;1017.02;4511.7549
200603061230;OMX;1017.19;1015.54;1016.63;5069.7041
200603061300;OMX;1018.24;1016.62;1017.82;5424.376
200603061330;OMX;1018.67;1017.24;1018.33;5953.5288
200603061400;OMX;1018.52;1016.88;1017.16;6432.8926
200603061430;OMX;1018.1;1016.81;1016.99;6889.4741
200603061500;OMX;1017.13;1015.66;1016.51;7641.1875
200603061530;OMX;1017.66;1015.64;1016.57;8227.7549
200603061600;OMX;1017.02;1014.72;1015.45;9404.7588
200603061630;OMX;1016.19;1014.22;1015.1;10491.0527
200603061700;OMX;1014.7;1012.19;1013.79;11655.8242
200603061730;OMX;1015.44;1013.84;1014.78;12589.6445
200603070900;OMX;1014.78;1014.78;1014.78;3383.1338
200603070930;OMX;1013.58;1005.5;1007.2;4732.5327
200603071000;OMX;1008.32;1007.13;1007.87;5602.5654
200603071030;OMX;1008.18;1006.68;1007.14;6204.8638
200603071100;OMX;1008.04;1006.37;1006.69;6957.0215
200603071130;OMX;1007.82;1006.59;1006.74;7577.0884
200603071200;OMX;1007.37;1006.06;1006.7;8280.8984
200603071230;OMX;1006.7;1005.27;1005.68;8735.0859
200603071300;OMX;1005.94;1004.56;1004.79;9168.3145
200603071330;OMX;1005.25;1004.18;1005.1;9532.4727
200603071400;OMX;1005.8;1004.19;1005.06;10000.7432
200603071430;OMX;1006.5;1004.84;1006.36;10789.2393
200603071500;OMX;1006.36;1004.67;1005.87;11871.582
200603071530;OMX;1007.19;1005.47;1005.47;12903.7197
200603071600;OMX;1005.94;1003.78;1004.28;14062.1074
200603071630;OMX;1006.22;1004.09;1004.97;15119.5498
200603071700;OMX;1005.57;1003.28;1003.7;15937.6836
200603071730;OMX;1006.28;1003.29;1006.28;17381.2695
200603080900;OMX;1006.28;1006.28;1006.28;315.5312
200603080930;OMX;1009.02;1005.83;1008.35;767.8818
200603081000;OMX;1008.76;1005.16;1005.16;2364.4626
200603081030;OMX;1005.96;1004.57;1004.57;3104.8518
200603081100;OMX;1005.37;1004.16;1005.08;3674.5728
200603081130;OMX;1005.43;1001.23;1001.83;4900.8281
200603081200;OMX;1001.5;999.64;1000.19;6195.9063
200603081230;OMX;1000.53;997.54;998.25;7279.0278
200603081300;OMX;998.84;997.19;997.94;8044.6362
200603081330;OMX;999.07;997.21;998.6;8518.3145
200603081400;OMX;999.78;998.28;999.27;9089.0918
200603081430;OMX;1000.63;998.87;999.14;10439.1709
200603081500;OMX;999.09;998.35;998.54;11315.7012
200603081530;OMX;999.73;998.25;998.92;12027.625
200603081600;OMX;1000.7;998.05;1000.7;13315.1797
200603081630;OMX;1001.91;999.56;999.56;15356.8711
200603081700;OMX;1001.29;998.62;999.95;16791.9746
200603081730;OMX;999.56;997.34;997.44;18724.2012
